dataset,year,treatment,tiller,N,Nmax,lmax,wmax,w(0),w(0.02),w(0.04),w(0.06),w(0.08),w(0.1),w(0.12),w(0.14),w(0.16),w(0.18),w(0.2),w(0.22),w(0.24),w(0.26),w(0.28),w(0.3),w(0.32),w(0.34),w(0.36),w(0.38),w(0.4),w(0.42),w(0.44),w(0.46),w(0.48),w(0.5),w(0.52),w(0.54),w(0.56),w(0.58),w(0.6),w(0.62),w(0.64),w(0.66),w(0.68),w(0.7),w(0.72),w(0.74),w(0.76),w(0.78),w(0.8),w(0.82),w(0.84),w(0.86),w(0.88),w(0.9),w(0.92),w(0.94),w(0.96),w(0.98),w(1)
Wheat II,2008/9,2,0,4,9,12.3412,0.52018,-0.021368,0.10945,0.18408,0.25742,0.30371,0.37421,0.40784,0.48085,0.51451,0.52019,0.55105,0.58532,0.6184,0.64191,0.68599,0.72928,0.77211,0.79332,0.8132,0.82938,0.84641,0.86609,0.89092,0.90417,0.90846,0.91522,0.91997,0.93126,0.93605,0.9455,0.94312,0.95249,0.95447,0.97113,0.96932,0.97925,0.99356,0.98759,0.98469,0.98123,0.98024,0.97926,0.98024,0.96828,0.95374,0.94865,0.93628,0.92148,0.89419,0.84549,0.60161
Wheat II,2008/9,2,0,4,10,11.6786,0.50513,0.039243,0.097225,0.16503,0.23816,0.29118,0.35411,0.40448,0.45282,0.47994,0.53571,0.5556,0.60077,0.64891,0.67607,0.72391,0.76422,0.78919,0.81126,0.82496,0.83976,0.8625,0.86565,0.88225,0.88849,0.87664,0.88007,0.89258,0.89613,0.9089,0.92444,0.92448,0.94168,0.94972,0.94563,0.95399,0.96895,0.97662,0.97967,0.98627,0.98813,0.97486,0.9755,0.96125,0.95606,0.95871,0.93511,0.90964,0.89813,0.87267,0.8279,0.57371
Wheat II,2008/9,2,0,5,9,13.1536,0.62993,0.029103,0.10294,0.15836,0.20961,0.27154,0.32823,0.39624,0.43567,0.48228,0.52212,0.55284,0.5794,0.60991,0.63762,0.65459,0.67674,0.71399,0.74271,0.77005,0.82452,0.83318,0.85976,0.85969,0.876,0.89935,0.91849,0.93207,0.95186,0.95974,0.9556,0.96508,0.9802,0.99224,0.98902,0.97757,0.98896,0.9736,0.96883,0.97154,0.96402,0.94414,0.94731,0.92789,0.92327,0.90587,0.8865,0.87112,0.84783,0.82769,0.78922,0.54704
Wheat II,2008/9,2,0,5,10,12.9409,0.65068,0.022409,0.10762,0.17628,0.22574,0.28062,0.33165,0.36906,0.40907,0.46336,0.5065,0.5417,0.56618,0.6073,0.64522,0.67274,0.68669,0.7008,0.72051,0.76583,0.81456,0.84254,0.8649,0.88266,0.89318,0.90392,0.92049,0.93082,0.93391,0.94316,0.96165,0.96681,0.97214,0.98175,0.98639,0.99262,0.98404,0.98343,0.97075,0.96437,0.95566,0.94748,0.93543,0.92696,0.90435,0.88213,0.86766,0.86156,0.84289,0.82002,0.73813,0.57801
Wheat II,2008/9,2,0,6,9,15.9095,0.8069,0.016888,0.10162,0.19893,0.2555,0.30961,0.36693,0.41339,0.46809,0.51859,0.5496,0.57939,0.61917,0.65602,0.67001,0.69254,0.74243,0.7768,0.77541,0.82222,0.87618,0.90071,0.91417,0.93914,0.96054,0.95481,0.96779,0.95842,0.97018,0.98301,0.98422,0.98933,0.98948,0.98437,0.97768,0.96622,0.97174,0.9577,0.94537,0.95017,0.92431,0.91812,0.90613,0.89635,0.90147,0.88149,0.87348,0.8544,0.80507,0.78316,0.75304,0.64995
Wheat II,2008/9,2,0,6,10,15.131,0.81298,0.020721,0.091526,0.17183,0.24768,0.3128,0.36583,0.40722,0.45317,0.49553,0.53328,0.56978,0.60014,0.63136,0.66869,0.7027,0.73088,0.75672,0.76336,0.78535,0.80636,0.87015,0.90647,0.93854,0.94106,0.96636,0.96669,0.96107,0.97797,0.97998,0.9766,0.97606,0.97666,0.97922,0.97155,0.9727,0.96202,0.9501,0.93748,0.93211,0.93531,0.92902,0.91548,0.90636,0.8826,0.85627,0.83497,0.81875,0.80592,0.79061,0.73872,0.61104
Wheat II,2008/9,2,0,7,9,20.4969,0.99465,-0.0059058,0.11647,0.22968,0.29167,0.35707,0.41321,0.45993,0.51204,0.5492,0.5681,0.58607,0.61664,0.64311,0.66062,0.70597,0.73134,0.73511,0.78809,0.80726,0.83804,0.86068,0.87682,0.89759,0.91497,0.92763,0.94093,0.95203,0.95753,0.96338,0.97611,0.97992,0.99056,0.98418,0.99083,0.99315,0.99051,0.97555,0.95483,0.95697,0.95545,0.95587,0.95753,0.94644,0.93543,0.92193,0.91418,0.90416,0.88565,0.86227,0.83366,0.72652
Wheat II,2008/9,2,0,7,10,18.4117,0.95972,0.0067066,0.1057,0.20641,0.26703,0.32712,0.37902,0.4342,0.48164,0.53156,0.57162,0.60776,0.64115,0.67807,0.69348,0.71172,0.72915,0.7457,0.76488,0.79946,0.82453,0.85386,0.87597,0.8915,0.91017,0.92997,0.93711,0.94785,0.95673,0.96394,0.97103,0.9724,0.98091,0.9861,0.98269,0.9856,0.9829,0.9762,0.9658,0.96797,0.96633,0.96108,0.95712,0.95316,0.93807,0.92443,0.91285,0.90437,0.88402,0.85703,0.82193,0.68408
Wheat II,2008/9,2,0,8,9,25.9289,1.2169,-0.01983,0.1321,0.23214,0.30653,0.37214,0.42868,0.46429,0.49253,0.53045,0.58178,0.60909,0.62415,0.67713,0.70707,0.74181,0.75942,0.78286,0.81285,0.83592,0.85712,0.86932,0.88016,0.89692,0.90134,0.91065,0.9203,0.92723,0.92918,0.93304,0.93555,0.94595,0.97029,0.97052,0.97082,0.9556,0.93898,0.94613,0.94987,0.95967,0.95187,0.9563,0.97373,0.98241,0.9684,0.92713,0.92571,0.93821,0.9292,0.88695,0.83384,0.71857
Wheat II,2008/9,2,0,8,10,22.6798,1.1104,-0.022263,0.13299,0.23909,0.30515,0.36707,0.431,0.48353,0.5215,0.53968,0.57033,0.59028,0.60486,0.64799,0.67741,0.70966,0.76087,0.78793,0.81419,0.83676,0.86105,0.88065,0.88689,0.9037,0.91721,0.93347,0.94539,0.95753,0.96854,0.97143,0.97023,0.97426,0.97611,0.97491,0.97675,0.98317,0.98327,0.97509,0.9712,0.97697,0.97831,0.97578,0.97269,0.96245,0.95108,0.94578,0.94107,0.92293,0.91518,0.88934,0.85538,0.73469
Wheat II,2008/9,2,0,9,9,22.7656,1.5998,0.024655,0.08624,0.16237,0.23733,0.28794,0.33124,0.36711,0.41516,0.44619,0.46325,0.47397,0.4987,0.53564,0.54153,0.59304,0.6564,0.69113,0.7208,0.74298,0.76958,0.80124,0.80741,0.81277,0.82525,0.83655,0.84524,0.86784,0.89179,0.90779,0.9182,0.92685,0.95118,0.9726,0.97094,0.9857,0.99344,0.99688,0.98654,0.97994,0.9802,0.98108,0.98619,0.96868,0.95063,0.95188,0.93088,0.90844,0.89848,0.8771,0.79432,0.64155
Wheat II,2008/9,2,0,9,10,26.1582,1.337,-0.0052881,0.1414,0.25885,0.33151,0.39629,0.44016,0.47739,0.50367,0.52798,0.54283,0.56809,0.60496,0.66274,0.69506,0.72674,0.76791,0.80153,0.84296,0.85766,0.87529,0.88893,0.90234,0.91368,0.92364,0.93439,0.94591,0.95797,0.96186,0.9651,0.98041,0.98781,0.98752,0.966,0.96825,0.97362,0.9695,0.96932,0.96437,0.97938,0.98023,0.9807,0.98567,0.98162,0.97345,0.96861,0.96161,0.94866,0.93413,0.89912,0.84474,0.70076
Wheat II,2008/9,2,0,10,10,20.3999,1.5623,0.014764,0.087949,0.17124,0.24126,0.3008,0.35,0.39101,0.42511,0.45004,0.47385,0.49497,0.51658,0.53642,0.568,0.59807,0.63898,0.68454,0.71475,0.75124,0.77157,0.79164,0.8018,0.82416,0.84395,0.86335,0.87671,0.88415,0.897,0.91039,0.92021,0.93169,0.94492,0.95969,0.97359,0.98052,0.98215,0.98798,0.99213,0.99533,0.99222,0.9834,0.97831,0.97044,0.96178,0.95095,0.92812,0.90508,0.89054,0.85998,0.78039,0.64369
Wheat II,2008/9,3,0,2,9,8.1957,0.27569,0.035306,0.18341,0.29169,0.38804,0.46308,0.50981,0.57163,0.61307,0.62754,0.6508,0.65935,0.6814,0.70396,0.72858,0.73646,0.76462,0.77826,0.78592,0.79663,0.81665,0.85321,0.8583,0.887,0.90516,0.9244,0.93332,0.94914,0.95259,0.97236,0.9734,0.96612,0.97697,0.96902,0.9674,0.96345,0.9444,0.94943,0.96323,0.95375,0.93088,0.92996,0.93596,0.92877,0.91613,0.91189,0.90227,0.89384,0.87629,0.87617,0.8413,0.58152
Wheat II,2008/9,3,0,2,10,8.1597,0.28755,0.041908,0.16956,0.27403,0.37569,0.45671,0.51405,0.56091,0.59102,0.6344,0.67551,0.71788,0.73249,0.75688,0.77525,0.80225,0.78776,0.80569,0.78946,0.80397,0.83151,0.8341,0.85257,0.89014,0.91159,0.92402,0.92079,0.94114,0.94656,0.96572,0.96153,0.96735,0.96273,0.96899,0.97914,0.96871,0.96116,0.96616,0.976,0.95411,0.95521,0.94899,0.92032,0.92035,0.90425,0.88983,0.88392,0.86123,0.85978,0.84114,0.8044,0.50074
Wheat II,2008/9,3,0,3,9,9.2545,0.35687,0.014428,0.14049,0.20104,0.28622,0.34693,0.40325,0.4289,0.45041,0.48234,0.53384,0.56008,0.58947,0.61428,0.64251,0.69156,0.73575,0.77871,0.80267,0.82141,0.82212,0.83337,0.84898,0.86792,0.88306,0.90349,0.92438,0.92013,0.92553,0.94569,0.94065,0.95108,0.9627,0.97382,0.95472,0.95938,0.98035,0.9688,0.97359,0.96292,0.96644,0.9674,0.96205,0.95924,0.94564,0.96215,0.96111,0.94344,0.94138,0.93088,0.88049,0.57671
Wheat II,2008/9,3,0,3,10,9.436,0.34167,0.023821,0.131,0.22383,0.29804,0.35357,0.39866,0.42382,0.46389,0.47871,0.50532,0.54431,0.54263,0.59094,0.6254,0.67724,0.72132,0.72689,0.74023,0.74782,0.77533,0.80414,0.82165,0.8459,0.87189,0.89055,0.87426,0.91626,0.92553,0.91328,0.93116,0.9418,0.90954,0.96981,0.9609,0.95361,0.97416,0.96518,0.9512,0.95608,0.95413,0.95035,0.98377,0.96831,0.98859,0.9728,0.95427,0.9675,0.96165,0.95339,0.89333,0.54136
Wheat II,2008/9,3,0,4,9,11.3875,0.48295,0.030733,0.11756,0.1732,0.23513,0.2999,0.35527,0.40511,0.45891,0.50771,0.53618,0.55842,0.59741,0.63507,0.66331,0.73268,0.77578,0.802,0.83151,0.85264,0.86531,0.86999,0.87474,0.87908,0.90445,0.9084,0.91932,0.91035,0.9199,0.93152,0.94344,0.94774,0.96253,0.96853,0.97763,0.97873,0.98106,0.98086,0.97375,0.97704,0.97074,0.97125,0.95403,0.96089,0.95631,0.96103,0.94273,0.92359,0.90826,0.90068,0.8553,0.59319
Wheat II,2008/9,3,0,4,10,10.5549,0.45541,0.035265,0.12735,0.21352,0.26536,0.32192,0.38024,0.42836,0.47482,0.51388,0.54868,0.54988,0.57627,0.69772,0.74611,0.78228,0.81561,0.82888,0.85877,0.86611,0.88473,0.89379,0.89612,0.90261,0.94563,0.95397,0.96775,0.96542,0.97502,0.96437,0.96603,0.95121,0.95077,0.94722,0.95233,0.95813,0.95789,0.96041,0.96578,0.97048,0.96837,0.97986,0.98067,0.97413,0.96886,0.96322,0.946,0.92894,0.9288,0.90652,0.85061,0.46135
Wheat II,2008/9,3,0,5,9,12.7867,0.6641,0.01656,0.10735,0.17338,0.22833,0.29589,0.34881,0.39741,0.43661,0.48198,0.52513,0.54508,0.57367,0.61406,0.63834,0.64651,0.65994,0.71352,0.76462,0.80008,0.81531,0.85593,0.86544,0.87662,0.88837,0.90705,0.92579,0.94033,0.95397,0.96052,0.97016,0.97682,0.9746,0.98534,0.99185,0.98034,0.97392,0.96476,0.9637,0.95869,0.96236,0.95848,0.94338,0.94136,0.92984,0.91479,0.89855,0.88169,0.86654,0.83867,0.80576,0.68377
Wheat II,2008/9,3,0,5,10,11.6354,0.56634,-0.0010242,0.11163,0.18361,0.26139,0.33841,0.40786,0.45719,0.50669,0.52341,0.56763,0.57898,0.63119,0.6609,0.66965,0.66075,0.70133,0.75115,0.77378,0.79979,0.83741,0.84414,0.8485,0.86149,0.8648,0.89098,0.91011,0.92929,0.94952,0.95347,0.95859,0.9547,0.95297,0.97201,0.97778,0.97755,0.97784,0.98211,0.98588,0.97523,0.95793,0.94153,0.9381,0.94511,0.93994,0.93045,0.90968,0.89727,0.87968,0.84945,0.82273,0.72736
Wheat II,2008/9,3,0,6,9,15.0195,0.82481,0.010236,0.11631,0.21347,0.28088,0.33657,0.38714,0.43603,0.47924,0.53043,0.57179,0.59499,0.62879,0.64906,0.67387,0.70359,0.75221,0.80258,0.83291,0.85516,0.87121,0.88972,0.90735,0.92793,0.94836,0.95441,0.96344,0.97338,0.97769,0.98124,0.98428,0.98549,0.98595,0.97471,0.97677,0.97574,0.96873,0.96099,0.95197,0.95143,0.94677,0.93462,0.92206,0.90177,0.88961,0.87068,0.85167,0.8402,0.82106,0.80452,0.76224,0.68208
Wheat II,2008/9,3,0,6,10,15.0272,0.8085,-0.0038577,0.10002,0.20361,0.28277,0.3361,0.40144,0.43335,0.4598,0.50436,0.55764,0.60621,0.64894,0.6804,0.69785,0.71043,0.73498,0.78326,0.83442,0.87136,0.8951,0.90179,0.93316,0.94592,0.95146,0.96836,0.97045,0.97427,0.97479,0.96942,0.96085,0.95854,0.95208,0.95434,0.95128,0.95627,0.94469,0.93651,0.92218,0.91672,0.90614,0.89601,0.87965,0.87669,0.87072,0.84625,0.83275,0.81163,0.80168,0.78573,0.7303,0.64528
Wheat II,2008/9,3,0,7,9,18.3457,0.94639,-0.0062625,0.1232,0.23946,0.30346,0.35346,0.39491,0.44484,0.48851,0.52185,0.54877,0.57317,0.59029,0.61523,0.66804,0.69989,0.7381,0.76738,0.79222,0.81626,0.83885,0.85505,0.8746,0.89276,0.90135,0.91365,0.92547,0.94021,0.95246,0.95442,0.9598,0.96203,0.96235,0.96323,0.97584,0.98508,0.98377,0.97445,0.98729,0.98394,0.97804,0.97267,0.96286,0.95304,0.94456,0.93724,0.92437,0.91605,0.8997,0.87698,0.84213,0.73524
Wheat II,2008/9,3,0,7,10,17.8589,0.88157,-0.015959,0.12052,0.21946,0.2904,0.34055,0.39486,0.45355,0.50419,0.54944,0.59632,0.63354,0.65208,0.67146,0.69096,0.69127,0.71188,0.7418,0.76456,0.80047,0.8293,0.85692,0.87302,0.8935,0.90925,0.93184,0.94559,0.95807,0.96784,0.95842,0.95347,0.97759,0.98297,0.97638,0.99375,0.98071,0.98529,0.98043,0.96944,0.95899,0.95593,0.95427,0.95018,0.94657,0.93908,0.92338,0.90419,0.89114,0.87288,0.84839,0.81573,0.70484
Wheat II,2008/9,3,0,8,9,23.8981,1.1512,-0.0073337,0.14161,0.24499,0.31385,0.37073,0.41525,0.45392,0.49,0.51745,0.56405,0.62427,0.66644,0.69939,0.72652,0.75327,0.77942,0.80427,0.82145,0.84382,0.86287,0.87551,0.89157,0.8993,0.91609,0.92872,0.93916,0.94591,0.95381,0.97003,0.97158,0.96822,0.96921,0.97395,0.97887,0.97682,0.97458,0.97456,0.96885,0.97259,0.97957,0.98008,0.98175,0.97968,0.96425,0.95868,0.95598,0.94701,0.93316,0.89853,0.84676,0.72471
Wheat II,2008/9,3,0,8,10,20.8284,1.0582,-0.022452,0.12804,0.238,0.3105,0.37774,0.43805,0.48517,0.51326,0.54137,0.56791,0.57913,0.59523,0.62553,0.68032,0.72252,0.76397,0.80942,0.83635,0.8513,0.86869,0.8814,0.9022,0.91244,0.9257,0.93185,0.9437,0.95687,0.96572,0.97003,0.96683,0.96559,0.9821,0.98194,0.98141,0.98346,0.98961,0.98618,0.97802,0.9777,0.97725,0.96919,0.95518,0.94773,0.9402,0.92753,0.91833,0.90583,0.892,0.86607,0.83307,0.73904
Wheat II,2008/9,3,0,9,9,20.6399,1.3966,0.01451,0.084795,0.15581,0.22002,0.27377,0.31839,0.35612,0.39391,0.4276,0.44979,0.48182,0.51885,0.55715,0.60495,0.65072,0.68837,0.71239,0.73115,0.75315,0.7687,0.78002,0.80348,0.82392,0.84663,0.86008,0.87069,0.87569,0.88478,0.89244,0.91235,0.92755,0.93668,0.95185,0.96503,0.96683,0.97247,0.97978,0.98069,0.98331,0.9887,0.9825,0.98158,0.9799,0.97457,0.95993,0.93964,0.93007,0.90625,0.86279,0.79862,0.65307
Wheat II,2008/9,3,0,9,10,22.2355,1.2029,-0.029903,0.13741,0.26219,0.33822,0.38845,0.44006,0.4825,0.50271,0.5015,0.53116,0.57426,0.57696,0.63349,0.68681,0.71959,0.73882,0.78653,0.82081,0.83666,0.84365,0.85147,0.85754,0.88665,0.9126,0.92586,0.93418,0.94547,0.95077,0.96704,0.97486,0.97708,0.97935,0.96725,0.97276,0.97614,0.99387,0.98539,0.98099,0.97901,0.97938,0.97362,0.97722,0.97191,0.97086,0.96362,0.94892,0.93975,0.93644,0.89905,0.85834,0.71777
Wheat II,2008/9,3,0,10,10,15.2668,1.3109,-0.034085,0.075036,0.15614,0.22585,0.28574,0.33156,0.36146,0.38989,0.41045,0.43751,0.46237,0.4786,0.50487,0.53797,0.57539,0.611,0.6413,0.68634,0.71243,0.73762,0.7617,0.78051,0.78969,0.79066,0.80112,0.81708,0.83482,0.85595,0.87362,0.88485,0.89576,0.90262,0.91853,0.93566,0.95744,0.97763,0.98829,0.99288,0.99673,0.99499,0.9921,0.98434,0.98599,0.98308,0.98402,0.97026,0.94903,0.91505,0.88455,0.83686,0.70671
Wheat III,2003/4,1,0,6,11,14.3465,0.72575,0.047142,0.18508,0.23634,0.3269,0.38799,0.42538,0.4441,0.496,0.58165,0.60351,0.6168,0.67976,0.67577,0.71639,0.74883,0.79536,0.82823,0.87852,0.88568,0.90865,0.92442,0.97204,0.96214,0.95108,0.97043,0.94833,0.94795,0.9433,0.9769,0.97257,0.93263,0.97377,0.95269,0.90811,0.91798,0.91185,0.89774,0.89818,0.8908,0.8975,0.89626,0.87812,0.86743,0.8536,0.8607,0.8498,0.83294,0.82277,0.80547,0.79975,0.79453
Wheat III,2003/4,1,0,7,11,15.8661,0.96038,0.027064,0.17611,0.2541,0.29054,0.34389,0.39784,0.41504,0.46278,0.47935,0.53906,0.55646,0.60009,0.63161,0.64657,0.67917,0.68309,0.72616,0.7575,0.79189,0.85223,0.87476,0.90613,0.93408,0.93183,0.94839,0.95141,0.96971,0.98096,0.97515,0.97476,0.96021,0.97975,0.9699,0.96904,0.97822,0.94767,0.96459,0.97846,0.93315,0.9311,0.93088,0.93549,0.89881,0.885,0.90252,0.90788,0.88814,0.86138,0.84116,0.80533,0.77712
Wheat III,2003/4,1,0,8,11,19.4567,1.1126,0.024893,0.14702,0.22414,0.30624,0.37648,0.44396,0.51334,0.55678,0.5703,0.61264,0.63592,0.66089,0.658,0.70358,0.72866,0.7772,0.8258,0.87211,0.89307,0.90708,0.91136,0.93724,0.97182,0.95346,0.95837,0.97335,0.98841,0.9873,0.99178,0.98672,0.99418,0.94625,0.93642,0.93411,0.9471,0.91942,0.93724,0.91484,0.93958,0.94676,0.92136,0.89652,0.89532,0.87064,0.84364,0.82999,0.84965,0.8115,0.79912,0.76427,0.73687
Wheat III,2003/4,1,0,9,11,21.8917,1.252,0.035062,0.16232,0.25075,0.33403,0.37091,0.43349,0.46595,0.50826,0.52346,0.55101,0.5715,0.60213,0.62603,0.64278,0.67711,0.70085,0.73323,0.79952,0.83217,0.8336,0.87221,0.90269,0.92217,0.93224,0.9384,0.93974,0.94516,0.96853,0.97078,0.95971,0.98995,0.97476,0.95002,0.94086,0.95233,0.96212,0.95732,0.95359,0.97672,0.97498,0.97144,0.97296,0.94324,0.92266,0.9165,0.89155,0.87981,0.87266,0.85574,0.84785,0.83328
Wheat III,2003/4,1,0,10,11,25.374,1.4816,0.017895,0.16385,0.24055,0.30318,0.36131,0.4122,0.44987,0.47976,0.49759,0.52093,0.53797,0.58554,0.63856,0.68824,0.73629,0.76278,0.80269,0.83056,0.8493,0.87703,0.88429,0.92109,0.9369,0.93526,0.9449,0.95979,0.97512,0.97603,0.97133,0.98818,0.98489,0.99011,0.98735,0.97422,0.97468,0.96785,0.95547,0.94587,0.92864,0.92719,0.92651,0.92423,0.92787,0.92172,0.92557,0.89517,0.88489,0.86881,0.8626,0.83641,0.74671
Wheat III,2003/4,1,0,11,11,20.5433,1.494,0.014885,0.096303,0.18531,0.22846,0.24558,0.27367,0.31951,0.34105,0.3689,0.40253,0.456,0.49064,0.53412,0.59583,0.63868,0.69037,0.72451,0.77145,0.79029,0.79031,0.81444,0.82174,0.83056,0.83244,0.83652,0.8663,0.87968,0.89913,0.89136,0.88955,0.91639,0.9355,0.94515,0.9471,0.95165,0.9543,0.99145,0.97951,0.94564,0.90959,0.87784,0.86493,0.85012,0.81121,0.81236,0.81842,0.79006,0.78944,0.80445,0.74615,0.65162
Wheat III,2003/4,2,0,5,11,11.2677,1.3239,0.060168,0.19856,0.3148,0.40516,0.39575,0.44079,0.47776,0.542,0.56713,0.62273,0.62685,0.66933,0.70445,0.71312,0.74729,0.77772,0.79181,0.82292,0.89524,0.88463,0.92203,0.92286,0.96679,0.97441,0.95893,0.94636,0.98245,0.96584,0.98444,0.96536,0.96023,0.95276,0.93314,0.94462,0.95243,0.94945,0.99385,0.91408,0.92048,0.90185,0.89504,0.89786,0.87206,0.89399,0.87337,0.86995,0.85454,0.85667,0.81578,0.82819,0.80651
Wheat III,2003/4,2,0,6,11,11.7874,1.3239,0.085388,0.332,0.42867,0.48303,0.5485,0.55234,0.61468,0.62595,0.64209,0.67116,0.70128,0.69825,0.7082,0.77636,0.75766,0.75992,0.80016,0.82451,0.87503,0.90341,0.92147,0.92772,0.93703,0.96427,0.95199,0.95559,0.95826,0.96404,0.96469,0.98231,0.95005,0.99837,0.97873,0.9788,0.94344,0.9549,0.96741,0.95672,0.9392,0.92726,0.94007,0.91719,0.92194,0.93198,0.91229,0.84107,0.8709,0.86845,0.86121,0.85405,0.82853
Wheat III,2003/4,2,0,7,11,14.5925,1.3202,0.058812,0.25635,0.32719,0.37609,0.39112,0.43839,0.4646,0.47333,0.50995,0.56879,0.55449,0.61532,0.63136,0.65564,0.66405,0.70412,0.75507,0.80926,0.8578,0.85925,0.9137,0.91949,0.94348,0.95931,0.95992,0.9968,0.97848,0.98252,0.97269,0.99102,0.9683,0.96867,0.94204,0.9381,0.92099,0.89913,0.9115,0.90049,0.86426,0.88236,0.85394,0.8491,0.8408,0.86592,0.85533,0.80458,0.79667,0.7951,0.79226,0.78761,0.76009
Wheat III,2003/4,2,0,8,11,19.1732,1.3239,0.022746,0.20567,0.28298,0.32803,0.38623,0.43208,0.44952,0.51037,0.53495,0.56076,0.58059,0.61291,0.67016,0.71356,0.75952,0.81828,0.83888,0.87346,0.89354,0.91372,0.90594,0.95173,0.9423,0.96194,0.97276,0.98762,0.99032,0.98748,0.96475,0.9564,0.95985,0.95522,0.9687,0.934,0.91349,0.90554,0.88543,0.88007,0.88042,0.87264,0.85034,0.82667,0.82542,0.83297,0.80319,0.80726,0.78607,0.77967,0.747,0.70119,0.65269
Wheat III,2003/4,2,0,9,11,22.0276,1.3788,0.037224,0.12072,0.2156,0.24963,0.31404,0.34086,0.42345,0.44813,0.4906,0.51946,0.53748,0.55542,0.59923,0.65529,0.6454,0.73576,0.76458,0.80573,0.84919,0.88094,0.89242,0.92669,0.92579,0.95415,0.94969,0.95177,0.95804,0.98188,0.97339,0.96835,0.97748,0.9637,0.91511,0.92266,0.95949,0.96059,0.97387,0.95116,0.97111,0.95503,0.98247,0.98286,0.97134,0.96085,0.96434,0.92062,0.94237,0.91818,0.90743,0.83824,0.80398
Wheat III,2003/4,2,0,10,11,23.689,1.494,0.03111,0.13128,0.1869,0.22358,0.28683,0.35677,0.40782,0.43342,0.46581,0.52173,0.54974,0.57971,0.65017,0.67776,0.74201,0.77056,0.79599,0.82075,0.83484,0.84195,0.86507,0.86805,0.89431,0.90635,0.94012,0.95303,0.96008,0.9254,0.935,0.96945,0.96997,0.98648,0.99367,0.9607,0.9905,0.98786,0.98422,0.97694,0.97118,0.97716,0.95693,0.93773,0.94025,0.92858,0.92235,0.89614,0.89477,0.874,0.83502,0.76178,0.66541
Wheat III,2003/4,2,0,11,11,17.7598,1.494,0.02372,0.094941,0.13327,0.18369,0.24486,0.27594,0.31587,0.37622,0.41101,0.48226,0.50585,0.53999,0.57503,0.61372,0.62946,0.6555,0.67657,0.71448,0.7294,0.75745,0.79173,0.82294,0.83402,0.87567,0.88382,0.9054,0.92419,0.93535,0.94491,0.97065,0.9803,0.96737,0.99633,0.97337,0.98201,0.96907,0.97423,0.97527,0.97475,0.97322,0.94676,0.92095,0.89113,0.86089,0.82172,0.76345,0.7625,0.75863,0.76167,0.68972,0.638
Wheat III,2003/4,3,0,10,11,23.9173,1.494,0.02187,0.17394,0.23275,0.2761,0.32847,0.37221,0.4288,0.44074,0.52253,0.54971,0.5641,0.59552,0.6548,0.72909,0.75834,0.80168,0.82867,0.86866,0.88027,0.90787,0.92059,0.93611,0.96653,0.95944,0.96292,0.96084,0.96406,0.95531,0.96266,0.96049,0.96211,0.95626,0.96558,0.98515,0.98044,0.96571,0.96011,0.96089,0.92153,0.90733,0.92394,0.89744,0.88597,0.88686,0.89738,0.89108,0.85808,0.83171,0.79931,0.75857,0.69464
Wheat III,2003/4,3,0,11,11,20.624,1.4951,0.030448,0.080487,0.10431,0.1179,0.15213,0.19123,0.23188,0.28543,0.3379,0.3887,0.4267,0.48787,0.54584,0.58048,0.63283,0.6763,0.70522,0.73768,0.76326,0.78766,0.81311,0.8421,0.87255,0.88909,0.90427,0.93375,0.92773,0.96078,0.98803,0.99012,0.98295,0.98505,0.9877,0.98762,0.99295,0.9834,0.97926,0.96407,0.96072,0.9519,0.94061,0.92338,0.91446,0.88491,0.87909,0.85828,0.8416,0.81009,0.76953,0.72205,0.60851
Wheat III,2003/4,4,0,5,12,10.0079,1.2864,0.051609,0.24752,0.31954,0.38758,0.44469,0.48373,0.49373,0.54417,0.56984,0.60563,0.62828,0.6415,0.70088,0.75903,0.78246,0.7982,0.81802,0.83716,0.83165,0.83412,0.83167,0.89069,0.88773,0.90639,0.91705,0.91442,0.91197,0.94873,0.97379,0.98129,0.97312,0.98073,0.97573,0.97645,0.96126,0.97136,0.96174,0.96709,0.97405,0.95813,0.94685,0.9364,0.95756,0.92568,0.89717,0.90643,0.8601,0.89458,0.8508,0.79439,0.78578
Wheat III,2003/4,4,0,6,12,11.3701,1.2864,0.05182,0.19383,0.27831,0.36992,0.38223,0.3784,0.42379,0.46165,0.49871,0.53956,0.55335,0.57035,0.605,0.65185,0.73051,0.78455,0.77179,0.80369,0.82217,0.85249,0.86326,0.89385,0.9142,0.91815,0.90909,0.98019,0.93618,0.9431,0.92975,0.90095,0.91614,0.93992,0.95413,0.9347,0.94917,0.97357,0.93991,0.93376,0.91605,0.90931,0.90247,0.88634,0.88648,0.88547,0.8956,0.87271,0.83237,0.83257,0.79703,0.75138,0.70368
Wheat III,2003/4,4,0,7,12,11.0394,1.2864,0.032007,0.21764,0.29958,0.3613,0.39567,0.46301,0.4841,0.47742,0.51484,0.57208,0.57814,0.58576,0.62959,0.659,0.68765,0.74807,0.77557,0.83431,0.80851,0.83661,0.87487,0.89936,0.89848,0.92568,0.92637,0.93093,0.95829,0.95476,0.97365,0.95723,0.973,0.96388,0.95436,0.96928,0.95902,0.94458,0.93706,0.89847,0.95073,0.89725,0.9126,0.95309,0.93395,0.88861,0.8843,0.85787,0.81819,0.82834,0.81473,0.77271,0.7179
